text,label
"Ranked No. 25 on MLBPipeline.com's Top 30 international prospects for the 2016-17 signing period, the ORGANIZATION thought highly enough of his skills behind and at the plate to give the ORGANIZATION catcher $3.53 million to sign him in July 2016. He made a solid, albeit unspectacular pro debut in the ORGANIZATION in 2017, then was one of the prospects declared a free agent as a penalty for PERSON's international rules violations. The ORGANIZATION signed PERSON for $550,000 once the prospects were eligible to sign with a new organization.PERSON is a defense-first backstop, one who can really catch and throw. The teenager threw out 38 percent of would-be basestealers in the ORGANIZATION in 2017. In addition to his strong arm and quick release, he's a very good receiver with soft hands and knows how to control the game well. His offensive skillset remains a work in progress. He does have potential at the plate, relying on a line-drive approach. He has some strength, with some gap power that could develop. His strike zone discipline has improved and will have to continue to do so as he moves up the ladder.PERSON takes his job behind the plate seriously and will have to maintain his 6-foot-2 frame to keep shining back there. At the very least, he looks like a sure-handed backup. If his bat starts to come, he could be a lot more than that.",-1
"GPE has produced a fair share of GPE talent over the years, with PERSON and PERSON the most recent examples to get taken in the first round (both in 2015). There hasn't been much in the way of middle infielders to come from north of the border, but the ORGANIZATION are hopeful that PERSON, who signed for $1.3 million as a second-round pick, will be the first to reverse that trend. PERSON made his pro debut in the Rookie-level Gulf Coast League, where he tallied six hits in nine at-bats before an oblique injury prematurely ended his season. PERSON might be a bit unpolished, but he has considerable tools and upside. He has a decent approach at the plate for his age and experience level, with a natural feel to hit and good bat speed. There should be some gap power in the future as well, and he should compile plenty of doubles and triples thanks to his plus speed and sharp baserunning. PERSON is capable of making the spectacular play defensively, and while his arm might grade out as average, he can reach back for more when needed and he's usually very accurate. He will struggle at times with the backhand play, but most feel he can stick at short. If not, his tools also would fit nicely at the keystone. PERSON needs to add strength to his athletic frame, but that should come as he matures physically. Having turned 18 not long before the GPE, he'll have plenty of time to fulfill his fairly high ceiling.",-1
"GPE has produced a fair share of GPE talent over the years, with PERSON and PERSON the most recent examples to get taken in the first round (both in 2015). There hasn't been much in the way of middle infielders to come from north of the border, but the ORGANIZATION are hopeful that GPE, who signed for $1.3 million as a second-round pick, will be the first to reverse that trend.GPE might be a bit unpolished, but he has considerable tools and upside. He has a decent approach at the plate for his age and experience level, with a natural feel to hit and good bat speed. There should be some power in the future as well, albeit mostly to the gaps, and he should compile plenty of doubles and triples thanks to his plus speed and sharp baserunning. GPE is capable of making the spectacular play defensively, and while his arm might grade out as average, he can reach back for more when needed and he's usually very accurate. He will struggle at times with the backhand play, but most feel he can stick at short. If not, he'd make an outstanding second baseman and has enough arm for third.GPE needs to add strength to his athletic frame, but that should come as he matures physically. Having turned 18 not long before the GPE, he'll have plenty of time to fulfill his fairly high ceiling.",-1
"After strong performances with the GPE junior national team had pushed him up ORGANIZATION boards in 2017, ORGANIZATION landed an above-slot $1.3 million signing bonus from the Orioles after they took him the second round. An oblique injury limited him to just two games that summer, and ORGANIZATION struggled at the outset of 2018, hitting .212 with a .524 OPS during his first month in the ORGANIZATION York-Penn League. He broke out in the second half, raking at a .358 clip (.913 OPS) over his final 36 contests, and authored a 19-game hit streak along the way. ORGANIZATION has natural feel to hit, demonstrating good bat speed and the ability to hit to all fields from the right side of the plate, albeit with below-average power. He does have some pop to the gaps, however, and should be a consistent source of doubles and triples as he adds strength to his athletic frame. Plus speed might be ORGANIZATION's best tool, and club officials rave about his baserunning instincts. ORGANIZATION's defense and arm have improved considerably in the professional ranks to the point where scouts now view him as an above-average defender who can stick at shortstop. With his slow start and torrid finish, ORGANIZATION arguably was PERSON's most improved prospect in 2018. ORGANIZATION officials are quick to praise infield coordinator PERSON and hitting coordinator PERSON for their role in his development, as they each spent a lot of time working with ORGANIZATION and made him a more confident player overall. He doesn't have a very high ceiling, but the tools and skills are all there for ORGANIZATION to develop into an everyday player.",-1
"As a GPE junior in 2018, PERSON flirted with no-hitters in back-to-back early-season starts against PERSON and PERSON, striking out 14 in each outing. The performances sent his ORGANIZATION stock soaring, though he wasn't nearly as dominant the rest of the way and missed time in March with shoulder tendinitis. After the ORGANIZATION made him their fourth-round pick in June, PERSON averaged 15.3 strikeouts-per-nine during his pro debut in the Class A Short PERSON York-Penn League. PERSON was dealt to the ORGANIZATION in the ORGANIZATION trade in January 2019.PERSON's best pitch is his fastball, which sits around 91-93 mph and peaks at 95. He uses his 6-foot-6 frame to create good plane and extension, and has some crossfire in his delivery that imparts running life on his heater. His changeup has been more reliable than his slider this spring, with each showing signs of becoming a solid offering when at their best.PERSON is more physical than athletic, and he sometimes struggles to keep his delivery together and locate his pitches where he wants. If he can do a better job of maintaining his velocity into the later innings, improving the consistency of his secondary offerings and commanding his stuff, he could be a No. 3 starter. If not, he might be more of a sixth- or seventh-inning reliever because he lacks an overpowering fastball or a dynamic second pitch.",-1
"GPE (GPE) featured the best hitting prospect/pitching prospect duo in high school baseball. That was confirmed during the first two days of the 2018 Draft, as the ORGANIZATION selected shortstop ORGANIZATION with their first-round pick and then signed him for below slot so as to save money for PERSON, who signed for $2.45 million -- well above his slot's recommended value of $652,900 -- after being taken in the third round. PERSON can work in the low 90s with heavy sink on his two-seam fastball and hit 96 mph with his four-seamer. He has advanced feel for a breaking ball, showing the ability to morph his sharp slider into a bigger-breaking curveball or a harder cutter. He also has a deceptive changeup with tumble that lacks consistency but also can be his best pitch at times.At 6-foot-5 and 220 pounds, PERSON has a frame built for durability and also the room to add some more strength. He's athletic and repeats his delivery well, allowing him to throw strikes, and scouts have long praised his competitive demeanor on the mound.",-1
"Many believe that GPE (GPE) PERSON featured the best hitting prospect/pitching prospect duo in high school baseball in GPE Groshans and PERSON. That was confirmed during the first two days of the 2018 Draft, as the ORGANIZATION selected Groshans with their first-round pick and then signed him for below slot to save money for the TCU-committed PERSON, who signed for $2.45 million -- well above his slot's recommended value of $652,900 -- after being taken in the third round. He made his pro debut alongside Groshans in the ORGANIZATION. PERSON can work in the low 90s with heavy sink on his two-seam fastball and reach back for 96 mph with his four-seamer. He has advanced feel for a breaking ball, showing the ability to morph his sharp slider, which flashes above-average potential, into a bigger-breaking curveball or a harder cutter. He also has a deceptive changeup with tumble that lacks consistency but could be another above-average offering for him once developed. An imposing presence on the mound at 6-foot-5 and 240-plus pounds, PERSON has a frame built for durability and also the room to add some more strength. He's athletic and repeats his delivery well, allowing him to throw strikes, and scouts have long praised his competitive demeanor on the mound.",-1
"A standout in the ORGANIZATION, PERSON impressed scouts with his physicality and power potential while performing well in games. It earned him a ranking as ORGANIZATION's No. 23 international prospect for the 2018-19 international period as well as a $1.45 million bonus from the ORGANIZATION, who signed the GPE infielder on July 2. He made his professional debut in the ORGANIZATION in 2019. PERSON advanced for his age, the 6-foot-1, 195-pound PERSON has grown in the past year and his overall game has improved, too. He has a good approach and already shows feel for finding the barrel, with plus bat speed and some natural leverage to his swing that could make him at least an average hitter. He can already drive the ball out of the ballpark, and he's expected to show more power as he refines his swing mechanics and adds strength to his projectable frame. While he runs well, PERSON is likely to lose a step with physical maturation.On defense, PERSON shows good hands and a good arm as a shortstop, though there's a chance he will end up at third base because of his skill set and his body type. To go along with his physical attributes, PERSON is a competitor who has been praised for his intensity on the field and how he really enjoys playing the game.",-1
"Sometimes a player who enters his ORGANIZATION season as the best player in the class struggles with the pressure and the spotlight. Then there are players like PERSON, who somehow managed to surpass expectations during his junior season at FACILITY after helping the ORGANIZATION win the ORGANIZATION World Series and earning ORGANIZATION Most Outstanding Player honors in the process. He capped things off by being a member of ORGANIZATION's ORGANIZATION over the summer and kept on rolling on both sides of the ball during the spring, batting .411 with a 1.326 ORGANIZATION and 17 home runs. The performance netted him the prestigious ORGANIZATION and PERSON, and the ORGANIZATION made him the ORGANIZATION. 1 overall pick in the ORGANIZATION before signing him with a record $8.1 million bonus. The switch-hitting backstop is the complete package at and behind the plate. He has an advanced approach at the plate, walking more than he struck out at FACILITY, with the ability to make consistent, hard contact and drive the ball from both sides of the plate. More of a gap-to-gap doubles hitter early in his college career, his over-the-fence power started to show up more during his junior season and should continue to emerge in the pro ranks. PERSON is also outstanding behind the plate, with excellent hands, agility and a very strong throwing arm, and he's even a better runner than some give him credit for. With his all-around skills at a premium position, PERSON has one of the highest ceilings among all prospects and could move quickly through the ORGANIZATION as a result. The last time the ORGANIZATION took a switch-hitting college backstop with their first pick, PERSON, it worked out pretty well.",-1
"Since signing in 2014, GPE has moved methodically through the lower levels of the ORGANIZATION system, one rung at a time. His first taste of full-season ball in 2017 saw him take a huge leap forward, and he finished fourth in the LOCATION League in strikeouts and ninth in GPE has always had a good feel for pitching, and in 2017 everything took a step forward, stuff-wise. While he featured a 90-95 mph fastball previously, he sat more 92-94 mph and touched 95-96 more consistently in 2017. He commands his heater well and throws it with a lot of life, leading to a steady ground-ball rate. His secondary stuff improved as well, with a sharper breaking ball, now a slider. His changeup flashes above-average, with more consistent feel for it. He throws all three for strikes, and the increased sharpness led to a much better strikeout rate.The full season of innings in 2017 allowed GPE to work on his full repertoire and when to use it. With his feel for pitching and improving stuff, GPE certainly has an up arrow next to his name.",-1
"Ever since signing with the Phillies in May 2014, all GPE has done is pitch well. It started with his debut that summer in the ORGANIZATION and continued with his GPE debut in 2015. The next step up to the ORGANIZATION York-Penn PERSON wasn't too much of a challenge, as GPE finished with a sub-3.00 ORGANIZATION and landed among the league leaders in ORGANIZATION. The athletic, albeit a bit undersized, right-hander has the chance to have a solid three-pitch mix. He'll throw his fastball anywhere in the 90-95 mph range and he throws it with a lot of life, inducing ground-ball outs at a very high rate. He'll show an average breaking ball, but it's inconsistent, something he'll have to tighten up as he moves up the ladder. He has a feel for a changeup, which could also be a Major PERSON average offering for him. He tends to be a strike-thrower but does not miss a ton of bats, something that sharper secondary stuff will help.More than anything, GPE needs to get out and pitch and log PERSON innings so he can work on his full repertoire. A full season in a rotation has certainly helped him move in the right direction.",-1
"When PERSON, who signed back in May 2014, finished among the LOCATION League top 10 in strikeouts and ORGANIZATION during his full-season debut in 2017, there was a lot of anticipation over what the right-hander might do for an encore. While he was a little more uneven in some aspects of his performance, his pure stuff excited the ORGANIZATION enough for him to be added to the 40-man roster this past offseason.Pure stuff-wise, PERSON's is as electric as perhaps any prospect's in baseball and when he's locked in, he can be virtually unhittable. He uses his three-pitch mix to miss a lot of bats, striking out 10 per nine innings in his first two years of full-season ball. His fastball now comfortably sits in the 92-94 mph range and he can easily touch 95-96 mph, commanding the pitch well. PERSON also throws it with a ton of movement, getting ground-ball outs at a consistent clip. Both his sharp slider and his changeup flash plus at ORGANIZATION throws a lot of strikes, but he's still learning to harness his premium stuff within the zone, and it was inconsistencies with that which sometimes led to him getting hit in the ORGANIZATION State League. He just needs more development time to iron that out and the ORGANIZATION feel he has the athleticism, aptitude and competitiveness to reach his ceiling as a frontline starter.",-1
"After signing in May 2014 out of the ORGANIZATION, GPE spent a summer in the ORGANIZATION before making his GPE debut in 2015. He threw very well in the ORGANIZATION, leaving the ORGANIZATION very excited to see what the future has in store for the young right-hander.Not the biggest guy in the world at 6-foot-1, he reminds some of fellow ORGANIZATION prospect PERSON, though he's a bit more physical. GPE has the chance to have a solid three-pitch mix, highlighted by a fastball that took a nice jump forward in the ORGANIZATION and now touches 94-95 mph with regularity. While his breaking ball and changeup are behind the fastball, his curve does show flashes of being above average, and he has a good feel for his sinking change. While his command will have to improve, he already has a good feel for the strike zone.Even with his lack of size, GPE's arsenal and feel for pitching have the ORGANIZATION thinking they have a starting pitcher on their hands. It may take some time, but the wait should be worth it.",-1
"There are some exciting things brewing on the mound for the ORGANIZATION at the bottom of the organizational chain. PERSON has electric stuff that screams future frontline starter. Perhaps a half-step behind him is PERSON, whose very strong GPE debut in the ORGANIZATION and follow-up in the ORGANIZATION York-Penn League in 2016 has the ORGANIZATION excited to see what comes next.PERSON stands out already for his advanced feel for pitching that belies his age to go along with very encouraging steps forward stuff-wise. His fastball has jumped velocity wise, and he'll now throw it in the 90-95 mph range. He throws it with sink to get groundball outs and it's possible there's more in the tank to come. He spins a good breaking ball already and has feel for a changeup, both of which are inconsistent but have the chance to be at least PERSON average. PERSON throws strikes, but can refine his overall command to make his stuff play up even more.While the ORGANIZATION might be cautious with this teenager for the time being, his ability to execute on the mound could allow him to move a bit more quickly as he matures, with a future as a No. 3 type starter a possibility.",-1
"The ORGANIZATION were aggressive in this summer's international amateur market, signing shortstop PERSON and PERSON, an outfielder ranked 18th on MLBPipeline.com's Top 30 International prospects list. PERSON's speed and power combination netted him a $1.5 million bonus.PERSON has drawn comparisons to former big league outfielder PERSON, an excellent athlete with a strong, well-proportioned frame who plays with high energy at all times. He's an aggressive hitter with outstanding bat speed and raw power, one who uses a toe tap for timing. That pop shows up more on the pull side right now, but he does have the ability to drive the ball to all fields.His plus speed is an asset on both sides of the ball. He projects as a center fielder now, but could end up fitting the profile of an athletic right fielder when all is said and done.",-1
"When the ORGANIZATION went shopping in the international amateur market last summer, they aggressively went after, and signed, a pair of exciting GPE position players. One was shortstop PERSON; the other was PERSON, the toolsy outfielder who ranked 18th on ORGANIZATION's Top 30 international prospects list and signed for $1.5 million.Compared to former big league outfielder PERSON, PERSON has a power-speed combination that could be special one day. He is a premium athlete with a strong frame who has a high-energy style on the field. An aggressive hitter, PERSON has terrific bat speed and outstanding raw power. That pop shows up more on the pull side, but he can drive the ball to all fields and should tap into it more consistently as he refines his approach at the plate. PERSON's plus speed should continue to help him on both sides of the ball as he begins his pro career in earnest.PERSON is a center fielder for the time being, but there's the chance he could grow and develop more into the prototypical athletic right-fielder mold down the road. He has a long way to go, taking his first official steps in 2018.",-1
"Targeting projectable, tooled-up prospects at premium positions, the ORGANIZATION handed out a pair of seven-figure bonuses to GPE amateurs in 2017, signing both shortstop PERSON and PERSON, a center fielder, on July 2. While PERSON was widely viewed as the better prospect and therefore received a higher bonus, PERSON signed for $1.5 million after he ranked 19th on ORGANIZATION's Top 30 international prospects list.PERSON is a premium athlete with a strong frame who has a high-energy style on the field. An aggressive hitter, he has terrific bat speed and outstanding raw power from the right side of the plate. That pop shows up more on the pull side, but he can drive the ball to all fields and should tap into it more consistently as he refines his approach at the plate. PERSON's plus speed should continue to help him on both sides of the ball.PERSON is a center fielder for the time being, but there's the chance he could grow and develop more into the prototypical athletic right-fielder mold down the road. PERSON's power-speed combination has earned him comparisons to Jose PERSON from some scouts, and the ORGANIZATION would be thrilled if he become that caliber of player.",-1
"The ORGANIZATION were willing to blow past their bonus pool and incur a heavy tax to sign PERSON, who some scouts considered the top player in the 2014 international signing class, for $2.95 million on his 16th birthday in July. After striking out at a 34.8 percent clip and ranking last among qualified hitters in average (.166) during his pro debut in the ORGANIZATION, PERSON played up to his prospect pedigree last season in the Rookie-level GPE, showing vastly improved hitting ability and power, though he struggled to build on that momentum during his full-season debut in 2017.A right-handed hitter, PERSON has good bat speed and makes hard contact, with plus raw power to his pull side that scouts expect will eventually translate to the whole field. After playing shortstop to begin his career, PERSON has since moved to third base, where he profiles a solid defender with giving hands and a strong arm. He's a below-average runner and stands to lose another step with physical maturation. ORGANIZATION officials were encouraged by PERSON's performance in 2016, noting his overall physical and mental progress, and they expect the youngster to continue making strides as he become more acclimated to pro ball.",-1
"PERSON was considered by some scouts to be the top player in the 2014 international signing class. The ORGANIZATION certainly agreed with that assessment, as they were willing to exceeded their bonus pool and incur a heavy tax to sign the GPE native for $2.95 million on his 16th birthday. He was overmatched in his pro debut in the ORGANIZATION, where he struck out in 34.8 percent of his plate appearances and ranked last among qualified hitters with a .166 batting average, but has looked better this season in the Rookie-level Appalachian League.A right-handed hitter, PERSON has good bat speed and makes hard contact, though he struggled to do so consistently in his first taste of pro ball. His power is mostly to the gaps right now but should improve as he physically matures and gains a better feel to hit. PERSON is a solid defender at shortstop, one with giving hands, a strong arm and natural instincts, although his present below-average speed and modest range could make it difficult for him to remain at the position long term.PERSON's lackluster pro debut in the ORGANIZATION highlighted his overall rawness, although too much shouldn't be made of the performance given his age and lack of experience. Meanwhile, club officials are optimistic that he will make strides on both sides of the ball after his challenging campaign the year prior.",-1
"  GPE was considered by some scouts to be the top player in the 2014 international signing class. The ORGANIZATION certainly agreed with that assessment, as they exceeded their bonus pool, triggering a heavy tax, to sign the GPE native on his 16th birthday. GPE has fluid actions on offense and defense, and he never seems out of control. He makes solid contact and has gap-to-gap power that should improve as he physically matures. He has a good approach at the plate and shined during ORGANIZATION League games before signing. Defensively, GPE projects to stay at shortstop. He's a solid defender with a strong arm, quick feet and natural baseball instincts.GPE is advanced for his age and he's already given evaluators reason to be excited about the kind of player he could become and the ORGANIZATION felt comfortable enough to skip him over the ORGANIZATION and send him to the GPE and the ORGANIZATION for his pro debut.",-1
"A three-year starter at the ORGANIZATION of GPE, PERSON was a glove-first shortstop who didn't hit much in his first two years with the ORGANIZATION. The son of longtime big leaguer PERSON, ORGANIZATION swung the bat better as a junior, though he missed a chunk of the 2018 season with a hamstring injury. The ORGANIZATION took him in the eighth round last June and went above pick value to sign him for $300,000. He responded with a strong pro debut, spent mostly in the full-season LOCATION, but could build off of that as he got hurt on opening day of 2019 and missed the rest of the season.When healthy, PERSON's calling card is still his defense, and he has the same quick hands as his father, who used to play the infield in the big leagues for parts of 13 seasons. At times, PERSON makes errors because he tries to speed up too much, something that will change once he trusts that his hands are plenty quick enough for the pro game. He has the range, footwork and arm to play shortstop long-term. He has the chance to be an average hitter with some sneaky pop and the ability to make consistent contact. He has an unorthodox setup at the plate, and he'll likely have to fix an issue with the load on his swing, but it's worked for him so far.After PERSON got worn down by the end of the summer, he worked hard to add some strength to his frame to prepare him for the rigors of a full season before the injury bug hit. The ORGANIZATION are eager to see how his baseball acumen and bloodlines help him along the way once he regains health.",-1
"Since 2013, spanning the last five Drafts, a total of 11 outfielders from the ORGANIZATION high school ranks have been taken in the top two rounds. PERSON was the last of four to be selected in 2016, though he didn't start making any noise until the 2017 season. PERSON got bigger and stronger between his pro debut and first full year and did a lot of damage in the rookie-level GPE League as a result.In addition to his added strength, PERSON brought a much better approach to the plate with him in 2017. He walked more than he struck out and that should drive his hit tool, which some feel will eventually be plus. Though he's still not the biggest guy in the world, he makes loud contact and has gap power, pop that should translate into more balls over the fence as he matures. He's an above-average to plus runner who has the chance to develop into a solid basestealer. While his arm is below-average, it isn't a hindrance, and he's played more center field than anywhere else as a pro. He'll keep playing up the middle in 2018, but will also see time in the corners for versatility as an average defender overall.Full-season ball will be a good challenge to see if the 2017 PERSON is the real deal. The Twins believe in the hit tool and even if he ends up in a corner, he could fit the offensive profile quite well once he's done maturing.",-1
"The ORGANIZATION went aggressively after high school hitters at the top of the 2016 Draft, with their first four selections being prep position players. PERSON was the last of the quartet, taken in the ORGANIZATION B and starting his pro career that summer in the ORGANIZATION. The toolsy outfielder went back there in 2017 and played his way to the GPE League in a big step forward, then after struggling out of the gate during his full-season debut in 2018, played very well down the stretch in the ORGANIZATION. He was trying to get going in the ORGANIZATION State League in 2019 when an elbow injury in May required PERSON surgery.More than anything, it seems that PERSON took a while to adjust to the cold climate in GPE Rapids at the start of the 2018 season and his bat warmed up as the weather did. He continued to show elite-level walk rates, he finished fourth in the league in free passes last year, and though his strikeout rate also jumped up, he made much more consistent contact in the second half. His extra-base authority continues to show up more and he could approach average power when all is said and done. He also has outstanding speed, which allows him to steal bases, not to mention leg out the league-leading 11 triples he had in '18.His wheels also serve him well in the outfield, where the ORGANIZATION have more confidence in his ability to play center field long-term. He made strides there and in strengthening his arm, and is now looking more and more like an up-the-middle big league regular.",-1
